ID,Storm_Name,Year,Tier,Overall,Category,peak_wind_mph,min_pressure_mb,ace,duration_hours,fatalities,wind_pct,pres_pct,ace_pct,dur_pct,fat_pct,image_url
AL201975,Tropical Depression Twenty,1975,Silver,60,-1,35,1004,0,0,,4.3,15.5,3.2,1.2,50,
AL221975,Tropical Depression Twenty-Two,1975,Silver,60,-1,35,1003,0,0,,3,16.9,3.2,0.7,50,
AL111977,Tropical Depression Eleven,1977,Silver,60,-1,35,,0,0,,5.1,8.9,5,7.1,50,
AL131977,EVELYN,1977,Silver,60,1,81,994,2.63,42,,58.8,46.6,37,23.5,50,
AL031978,Tropical Depression Three,1978,Silver,60,-1,35,,0,0,,7.2,8.5,2.7,8.9,50,
AL141978,Tropical Depression Fourteen,1978,Silver,60,-1,35,,0,0,,8.9,4.2,6.5,3.9,50,
AL201979,Tropical Depression Twenty,1979,Silver,60,-1,35,,0,0,,6.5,7,8.4,1.7,50,
AL031980,Tropical Depression Three,1980,Silver,60,-1,35,,0,0,,6.1,6.4,8.5,1.9,50,
AL091980,GEORGES,1980,Silver,60,1,81,993,2.81,42,,58.6,47.6,38.9,23.7,50,
AL201981,JOSE,1981,Silver,60,0,52,998,1.62,60,,24.6,40.9,25.5,31.4,50,
AL011982,ALBERTO,1982,Silver,60,1,86,985,2.06,36,,64.3,55.2,30.6,21.7,50,
AL051983,CHANTAL,1983,Silver,60,1,75,994,4.27,90,,49.8,45.9,48.8,46,50,
AL011984,Tropical Depression One,1984,Silver,60,-1,35,,0,0,,5.5,5.7,8,8.3,50,
AL101986,FRANCES,1986,Silver,60,1,86,1000,3.8,60,,64.6,23.2,46.2,31.6,50,
AL141988,Tropical Depression Fourteen,1988,Silver,60,-1,35,,0,0,,3.9,6.5,8.8,7.8,50,
AL041989,CHANTAL,1989,Silver,60,1,81,984,2.45,42,13,54.6,56,35.3,25,47.6,
AL011998,ALEX,1998,Silver,60,0,52,1002,2.84,108,,22.8,19.3,39.1,53.1,50,
AL021999,Tropical Depression Two,1999,Silver,60,-1,35,1004,0,0,,4.7,14.6,3.7,1.3,50,
AL182000,NADINE,2000,Silver,60,0,58,999,1.68,48,,35.4,24.9,26.6,26.4,50,
AL162001,NOEL,2001,Silver,60,1,75,986,3.53,66,,52.5,54.1,43.9,35.2,50,
AL242005,VINCE,2005,Silver,60,1,75,988,2.68,60,,51.8,52.3,37.4,32.2,50,
AL012007,ANDREA,2007,Silver,60,1,75,998,4,90,,52.3,41.5,47,46.5,50,
AL122007,KAREN,2007,Silver,60,1,75,988,3.62,90,,49.7,51.8,44.8,45.4,50,
AL172007,OLGA,2007,Silver,60,0,58,1003,1.51,48,40,34.7,17,24.1,27,64.5,
AL152010,MATTHEW,2010,Silver,60,0,58,998,1.51,45,,26.7,41,24,25.4,50,
AL052011,EMILY,2011,Silver,60,0,52,1003,2.3,126,,26.5,17.1,33.6,58.9,50,
AL112013,JERRY,2013,Silver,60,0,52,1005,3.28,138,,22.6,13.3,42.4,63.3,50,
AL052015,ERIKA,2015,Silver,60,0,52,1001,2.7,90,,25.6,19.7,37.6,45.8,50,
AL092015,NINE,2015,Silver,60,-1,35,1006,0,0,,7.5,11.2,0.3,5.6,50,
AL062016,FIONA,2016,Silver,60,0,52,1004,3.03,108,,24.7,15.6,40.6,52.5,50,
AL142020,MARCO,2020,Silver,60,1,75,991,3.43,72,,51.3,49.5,43.5,38,50,
AL082021,HENRI,2021,Silver,60,1,75,986,7.78,144,2,51.8,54.1,64.4,64.8,15.6,
AL122023,KATIA,2023,Silver,60,0,58,998,1.34,42,,29.1,40.1,22.4,22.5,50,
AL182023,RINA,2023,Silver,60,0,52,999,2.23,78,,26.1,25.1,32.9,40.9,50,
AL012024,ALBERTO,2024,Silver,60,0,52,992,1.67,66,,18.9,47.9,26.4,32.7,50,
AL192024,SARA,2024,Silver,60,0,52,997,1.98,74,,19,41.8,29.9,39.5,50,
AL122025,LORENZO,2025,Silver,60,0,58,1000,1.72,54,,37,21.8,27,27.8,50,
AL021851,Hurricane Two,1851,Bronze,59,1,92,,0.64,0,,67.3,56.3,14.7,10.8,50,
AL021854,Tropical Storm Two,1854,Bronze,59,0,69,,0.36,0,,49.2,25.3,11.3,0.3,50,
AL031855,Hurricane Three,1855,Bronze,59,1,81,,0.49,0,,60.5,56.5,12.6,0.2,50,
AL011858,Hurricane One,1858,Bronze,59,1,81,,0.49,0,,60.8,56.4,13.8,10.5,50,
AL021858,Hurricane Two,1858,Bronze,59,1,81,,0.49,0,,60.8,56.3,13.7,9.9,50,
AL031860,Hurricane Three,1860,Bronze,59,1,81,,0.49,0,,60.6,62.7,13.4,10.6,50,
AL041861,Hurricane Four,1861,Bronze,59,1,81,,0.49,0,,60.6,62.9,13.2,9.7,50,
AL071861,Tropical Storm Seven,1861,Bronze,59,0,58,,0.25,0,,36.9,38.4,11.1,10.4,50,
AL081861,Hurricane Eight,1861,Bronze,59,1,81,999,4.02,60,,61.4,25,47.4,32.3,50,
AL071863,Tropical Storm Seven,1863,Bronze,59,0,58,,1.32,30,,27.8,39.4,22,18.2,50,
AL041866,Hurricane Four,1866,Bronze,59,1,81,,0.49,0,,60.9,56.9,13.5,6.6,50,
AL081869,Tropical Storm Eight,1869,Bronze,59,0,69,,0.36,0,,43.3,32.5,11.4,10.7,50,
AL011870,Hurricane One,1870,Bronze,59,1,81,,0.49,0,,60,58.2,13.1,0.5,50,
AL021871,Tropical Storm Two,1871,Bronze,59,0,58,,1.96,54,,26.5,27.3,29.3,28.1,50,
AL011880,Tropical Storm One,1880,Bronze,59,0,46,,2.56,90,,14,35.1,36.3,46.9,50,
AL031882,Tropical Storm Three,1882,Bronze,59,0,58,,1.27,36,,34.3,27.5,21.5,20.5,50,
AL011890,Tropical Storm One,1890,Bronze,59,0,58,,1.24,30,,30.7,34.4,21.2,17.8,50,
AL011898,Hurricane One,1898,Bronze,59,1,81,,1.41,36,,55.9,59.5,23.1,20.2,50,
AL071899,Tropical Storm Seven,1899,Bronze,59,0,46,,2.72,96,,15.1,26.8,37.6,48.1,50,
AL041907,Tropical Storm Four,1907,Bronze,59,0,52,,2.35,66,,19.5,35.6,33.9,33,50,
AL101908,Tropical Storm Ten,1908,Bronze,59,0,40,,2.08,96,,12.3,37.6,31.1,48.9,50,
AL081909,Tropical Storm Eight,1909,Bronze,59,0,52,,1.62,84,,19.6,37.1,25.7,44.2,50,
AL021912,Tropical Storm Two,1912,Bronze,59,0,52,,2.23,90,,19.7,25.2,33,46.2,50,
AL041920,Tropical Storm Four,1920,Bronze,59,0,46,,2.09,78,,16.8,37.6,31.3,41.7,50,
AL011923,Tropical Storm One,1923,Bronze,59,0,58,1006,1.95,78,,34.4,11,29.2,41.8,50,
AL071933,Tropical Storm Seven,1933,Bronze,59,0,46,,2.04,96,,13.7,36.6,30.4,48.3,50,
AL031936,Hurricane Three,1936,Bronze,59,1,81,987,1.82,30,,58.7,52.9,28.1,17.5,50,
AL061940,Tropical Storm Six,1940,Bronze,59,0,52,1004,2.58,126,,21.6,14.4,36.5,59.8,50,
AL011942,Tropical Storm One,1942,Bronze,59,0,58,,0.98,48,,34,29.6,18.7,26,50,
AL011947,Tropical Storm One,1947,Bronze,59,0,52,,1.14,42,,26.2,39.8,20.3,23.4,50,
AL071949,Tropical Storm Seven,1949,Bronze,59,0,52,,1.12,38,,26.2,39.9,20.1,22,50,
AL151949,Tropical Storm Fifteen,1949,Bronze,59,0,52,,2.22,72,,25.4,26.3,32.7,37.5,50,
AL071955,GLADYS,1955,Bronze,59,1,75,996,1.91,42,,51,43.3,28.9,24.1,50,
AL051956,DORA,1956,Bronze,59,0,58,1000,1.92,54,,32.3,22.6,28.9,28.3,50,
AL041963,CINDY,1963,Bronze,59,0,63,996,1.85,42,3,39,43,28.4,24.3,20.8,
AL051963,DEBRA,1963,Bronze,59,1,75,999,5.28,108,,52,23.7,53.4,52.8,50,
AL091965,Tropical Storm Nine,1965,Bronze,59,0,63,1004,2,48,,38.6,14.8,30.1,27.6,50,
AL051974,Tropical Storm Five,1974,Bronze,59,0,58,1007,2.73,84,,31.4,9.6,37.7,43,50,
AL211974,Tropical Storm Twenty-One,1974,Bronze,59,0,58,1012,2.61,120,,32.2,0.6,36.9,57.5,50,
AL061976,ANNA,1976,Bronze,59,0,52,999,2.46,96,,19.8,24.3,35.4,48.4,50,
AL061977,BABE,1977,Bronze,59,1,75,995,2.31,48,,53.1,44.6,33.7,25.8,50,
AL121977,Tropical Depression Twelve,1977,Bronze,59,-1,35,,0,0,,5.2,8.1,5.1,7,50,
AL071979,Tropical Depression Seven,1979,Bronze,59,-1,35,,0,0,,9.1,5.2,4.1,2.1,50,
AL101979,Tropical Depression Ten,1979,Bronze,59,-1,35,,0,0,,9.2,5.1,4.2,2.2,50,
AL131979,Tropical Depression Thirteen,1979,Bronze,59,-1,35,,0,0,,9.3,3.8,4.3,2.2,50,
AL181979,Hurricane Eighteen,1979,Bronze,59,1,75,980,1.65,30,,53.3,65.7,26.2,19.3,50,
AL021980,Tropical Depression Two,1980,Bronze,59,-1,35,,0,0,,5.4,7.2,8.5,1.8,50,
AL081980,Tropical Depression Eight,1980,Bronze,59,-1,35,,0,0,,7.3,5.9,5.9,3.2,50,
AL021986,BONNIE,1986,Bronze,59,1,86,990,2.94,48,5,64.5,50.1,39.8,25.6,26.4,
AL081986,DANIELLE,1986,Bronze,59,0,58,1000,1.56,42,,36.8,23.2,24.8,24.7,50,
AL041988,DEBBY,1988,Bronze,59,1,75,987,1.63,30,,51.2,53.2,25.9,18.5,50,
AL161988,Tropical Depression Sixteen,1988,Bronze,59,-1,35,,0,0,,4,4.9,8.9,7.6,50,
AL171988,Tropical Depression Seventeen,1988,Bronze,59,-1,35,,0,0,,4,4.9,8.9,7.9,50,
AL191988,Tropical Depression Nineteen,1988,Bronze,59,-1,35,,0,0,,4.1,5.5,7.3,11,50,
AL061989,Tropical Depression Six,1989,Bronze,59,-1,35,,0,0,,3.7,6.2,5.7,11.1,50,
AL091993,HARVEY,1993,Bronze,59,1,75,990,1.96,36,,52.6,50.3,29.4,21.9,50,
AL061994,DEBBY,1994,Bronze,59,0,69,1006,1.36,24,,47.6,11.3,22.6,16.3,50,
AL031997,BILL,1997,Bronze,59,1,75,986,2.34,42,,52.2,53.5,33.8,24.9,50,
AL121999,Tropical Depression Twelve,1999,Bronze,59,-1,35,1007,0,0,,6.2,10.1,3.9,1.4,50,
AL092001,Tropical Depression Nine,2001,Bronze,59,-1,35,1005,0,0,,3.4,13,3.6,2.4,50,
AL062002,FAY,2002,Bronze,59,0,58,998,1.32,33,,28.7,40.5,22,19.9,50,
AL052003,DANNY,2003,Bronze,59,1,75,1000,4.56,84,,50.8,22.5,50.6,43.6,50,
AL082003,ERIKA,2003,Bronze,59,1,75,986,2.1,48,,51.1,53.4,31.4,26.8,50,
AL022004,BONNIE,2004,Bronze,59,0,63,1001,2.62,74,4,42.3,20.7,36.9,39.5,25.1,
AL052006,DEBBY,2006,Bronze,59,0,52,999,2.31,72,,22.1,24.5,33.7,38.3,50,
AL132007,LORENZO,2007,Bronze,59,1,81,990,1.48,18,,57.2,50.2,23.8,14.1,50,
AL022010,TWO,2010,Bronze,59,-1,35,1005,0,0,,5,12.2,2.2,4.6,50,
AL202010,SHARY,2010,Bronze,59,1,75,989,2.41,42,,50.8,51.2,34.8,23.7,50,
AL152012,OSCAR,2012,Bronze,59,0,52,994,1.46,42,,21.1,46.9,23.6,22.9,50,
AL072015,GRACE,2015,Bronze,59,0,58,1000,1.91,60,,29.4,21.3,28.8,31.1,50,
AL172019,OLGA,2019,Bronze,59,0,52,992,1.05,30,,23.3,48.6,19.1,17.7,50,
AL162020,NANA,2020,Bronze,59,1,75,994,2.52,54,,51.4,46,35.9,28.6,50,
AL042023,CINDY,2023,Bronze,59,0,58,1004,2.49,72,,27.6,14.2,35.7,37.3,50,
AL021864,Tropical Storm Two,1864,Bronze,58,0,69,,0.36,0,,42.6,25.5,11.4,11.3,50,
AL051865,Tropical Storm Five,1865,Bronze,58,0,69,,0.36,0,,42.7,26.1,11.2,9.8,50,
AL061865,Hurricane Six,1865,Bronze,58,1,81,,0.49,0,,53.5,60,13.4,9.8,50,
AL071870,Hurricane Seven,1870,Bronze,58,1,81,,0.49,0,,55.6,61.4,12.4,0.6,50,
AL041895,Tropical Storm Four,1895,Bronze,58,0,40,,2.08,124,,10.9,30.2,31.1,58.5,50,
AL061900,Tropical Storm Six,1900,Bronze,58,0,46,,2.36,102,,15.1,26.9,34.2,50.2,50,
AL031909,Tropical Storm Three,1909,Bronze,58,0,52,,1.83,74,,19.9,28.5,28.2,39.6,50,
AL061913,Hurricane Six,1913,Bronze,58,1,75,1003,2.22,48,,51.4,17.2,32.7,26.5,50,
AL091916,Tropical Storm Nine,1916,Bronze,58,0,52,,1.5,48,,21.4,38.7,23.9,26.7,50,
AL081924,Hurricane Eight,1924,Bronze,58,1,75,999,2.73,54,,50.5,23.9,37.7,29.3,50,
AL071927,Tropical Storm Seven,1927,Bronze,58,0,46,,2.07,90,,13.5,35.8,31,45.4,50,
AL201933,Tropical Storm Twenty,1933,Bronze,58,0,58,,1.15,30,,30.1,34.7,20.4,18.7,50,
AL061934,Tropical Storm Six,1934,Bronze,58,0,52,,1.74,60,,24.9,28.9,27.3,31.5,50,
AL041935,Tropical Storm Four,1935,Bronze,58,0,58,,1.36,36,,30,29,22.7,20.9,50,
AL021936,Tropical Storm Two,1936,Bronze,58,0,52,1000,2.03,60,,24.8,23.3,30.3,31.6,50,
AL091936,Tropical Storm Nine,1936,Bronze,58,0,58,,1.06,30,,30.2,33.8,19.3,17.1,50,
AL071942,Tropical Storm Seven,1942,Bronze,58,0,52,,1.86,66,,20.6,29.7,28.5,33.5,50,
AL111944,Tropical Storm Eleven,1944,Bronze,58,0,46,,1.81,66,,18,32.9,27.9,33.9,50,
AL051947,Tropical Storm Five,1947,Bronze,58,0,58,,0.86,24,,27.3,39.8,17.6,16.7,50,
AL071947,Tropical Storm Seven,1947,Bronze,58,0,58,,0.9,24,,27.3,39.7,18,16.9,50,
AL031949,Tropical Storm Three,1949,Bronze,58,0,46,,1.52,54,,18.5,39.3,24.3,29.4,50,
AL081951,GEORGE,1951,Bronze,58,0,58,999,1.65,42,,29.7,23.6,26.1,24.8,50,
AL081953,Tropical Storm Eight,1953,Bronze,58,0,52,1004,2.14,114,,21.2,14.2,32,55.3,50,
AL131953,Tropical Storm Thirteen,1953,Bronze,58,0,52,999,1.9,66,,23.7,24.7,28.8,33.8,50,
AL011959,ARLENE,1959,Bronze,58,0,63,993,2.11,54,1,40.8,47.3,31.6,28.1,3,
AL011960,Tropical Storm One,1960,Bronze,58,0,58,1000,1.06,30,,35.3,23.4,19.4,18.3,50,
AL101963,Tropical Storm Ten,1963,Bronze,58,0,58,1000,1.43,42,,32.8,21,23.3,24.3,50,
AL101968,Tropical Depression Ten,1968,Bronze,58,-1,35,,0,0,,8.9,3.5,0.3,10,50,
AL121969,EVE,1969,Bronze,58,0,52,995,1.33,42,,20.3,44.4,22.2,23,50,
AL191969,Tropical Depression Nineteen,1969,Bronze,58,-1,35,1007,0,0,,4.9,9,0.8,9.6,50,
AL241969,JENNY,1969,Bronze,58,0,46,1000,0.44,12,535,17.1,21.9,12.2,12.8,91.3,
AL031970,Tropical Depression Three,1970,Bronze,58,-1,35,1008,0,0,,9.9,2.8,0.9,7.4,50,
AL151976,Tropical Depression Fifteen,1976,Bronze,58,-1,35,,0,0,,5.2,4.5,4.5,11.2,50,
AL041979,BOB,1979,Bronze,58,1,75,986,2.1,36,1,53.2,53.6,31.5,21.9,8.7,
AL081979,Tropical Depression Eight,1979,Bronze,58,-1,35,,0,0,,9.2,3.2,4.2,2.1,50,
AL191979,Tropical Depression Nineteen,1979,Bronze,58,-1,35,,0,0,,6.5,3.7,8.3,1.7,50,
AL011981,Tropical Depression One,1981,Bronze,58,-1,35,,0,0,,4.4,6.8,6,5.3,50,
AL121981,Tropical Depression Twelve,1981,Bronze,58,-1,35,,0,0,,2.8,6.9,9.5,4.2,50,
AL051984,Tropical Storm Five,1984,Bronze,58,0,58,1000,1.47,42,,31.1,22.7,23.6,23.9,50,
AL021985,BOB,1985,Bronze,58,1,75,1002,2.85,66,5,50.5,18.2,39.2,35.8,29,
AL051987,BRET,1987,Bronze,58,0,52,1000,2.35,90,,19.2,23.4,33.9,45,50,
AL131987,FLOYD,1987,Bronze,58,1,75,993,3.66,84,1,51.7,47.9,45,43.8,4.3,
AL071988,FLORENCE,1988,Bronze,58,1,81,982,3.05,60,1,54.6,64.4,40.8,31.8,4.8,
AL111990,Tropical Depression Eleven,1990,Bronze,58,-1,35,,0,0,,6,4.7,7,2.9,50,
AL081992,Tropical Depression Eight,1992,Bronze,58,-1,35,1008,0,0,,6,2,5.5,11.3,50,
AL061993,DENNIS,1993,Bronze,58,0,52,1000,2.14,66,,24.6,22.1,32,32.7,50,
AL061998,FRANCES,1998,Bronze,58,0,63,990,1.64,48,2,37.9,49.5,25.9,27.1,11.3,
AL061999,EMILY,1999,Bronze,58,0,52,1004,2.42,90,,22,14,34.9,45.2,50,
AL022000,Tropical Depression Two,2000,Bronze,58,-1,35,1008,0,0,,9,2.1,4,6.3,50,
AL042000,Tropical Depression Four,2000,Bronze,58,-1,35,1009,0,0,,9,1.4,4,6.3,50,
AL092000,Tropical Depression Nine,2000,Bronze,58,-1,35,1008,0,0,,9.1,2.1,3.5,6.2,50,
AL032005,CINDY,2005,Bronze,58,1,75,991,1.52,30,6,51,49.4,24.2,18.6,31.6,
AL092007,HUMBERTO,2007,Bronze,58,1,92,985,1.81,30,1,66.7,54.5,28,18.1,8.2,
AL152007,FIFTEEN,2007,Bronze,58,0,52,996,1.05,30,,24.4,43.8,19.2,17.2,50,
AL052009,DANNY,2009,Bronze,58,0,58,1006,1.97,63,,35.1,10.8,29.6,32.6,50,
AL162010,NICOLE,2010,Bronze,58,0,46,994,1.33,48,,18.1,46.5,22.1,25.7,50,
AL062012,FLORENCE,2012,Bronze,58,0,58,1002,1.51,42,,35,18.3,24.1,22.8,50,
AL052018,ERNESTO,2018,Bronze,58,0,46,999,2.22,90,,16.9,25,32.8,44.7,50,
AL022019,BARRY,2019,Bronze,58,1,75,993,3.52,84,3,50.6,47.1,43.8,43.2,20.3,
AL182020,RENE,2020,Bronze,58,0,46,1001,2.04,108,,18.3,20.8,30.5,52.9,50,
AL142021,NICHOLAS,2021,Bronze,58,1,75,988,2.43,54,4,52.5,52.1,35,28.4,23.8,
AL041862,Tropical Storm Four,1862,Bronze,57,0,58,,0.25,0,,28.6,39.5,10.7,11.4,50,
AL011878,Tropical Storm One,1878,Bronze,57,0,46,,1.76,66,,17.9,30.3,27.4,33.2,50,
AL031907,Tropical Storm Three,1907,Bronze,57,0,52,,1.38,54,,19.5,37.9,22.8,28.8,50,
AL011917,Tropical Storm One,1917,Bronze,57,0,52,,1.54,54,,23,28.3,24.5,30,50,
AL011924,Tropical Storm One,1924,Bronze,57,0,46,,1.61,72,,17.6,28.4,25.4,37.1,50,
AL031925,Tropical Storm Three,1925,Bronze,57,0,52,,0.97,30,,25.2,38.9,18.5,17.2,50,
AL061927,Tropical Storm Six,1927,Bronze,57,0,46,,1.68,60,,13.8,38.8,26.6,30.7,50,
AL121934,Tropical Storm Twelve,1934,Bronze,57,0,46,,1.94,78,,14.2,31.6,29,42.2,50,
AL011935,Tropical Storm One,1935,Bronze,57,0,58,1006,1.75,54,,30.4,11.8,27.4,29.2,50,
AL081945,Tropical Storm Eight,1945,Bronze,57,0,58,1009,2.66,72,,26.9,1.7,37.2,37.7,50,
AL151950,Tropical Storm Fifteen,1950,Bronze,57,0,52,,1.17,36,,25.4,31.1,20.7,21.8,50,
AL111955,Tropical Storm Eleven,1955,Bronze,57,0,52,,1.65,54,,23.7,28.7,26,28.4,50,
AL011956,Tropical Storm One,1956,Bronze,57,0,58,1001,1.11,30,,32.3,20.7,20,19,50,
AL061956,ETHEL,1956,Bronze,57,0,58,999,1.23,36,,32.4,24.8,21.1,20.1,50,
AL051957,DEBBIE,1957,Bronze,57,0,40,1003,0.86,36,513,10.4,17.6,17.7,20,90.5,
AL121961,Tropical Storm Twelve,1961,Bronze,57,0,58,1004,1.72,48,,31.8,14.7,27.2,25.5,50,
AL091963,HELENA,1963,Bronze,57,0,52,1002,2.02,72,,24.3,18.2,30.3,38.9,50,
AL031967,Tropical Storm Three,1967,Bronze,57,0,52,1006,1.83,114,,22.2,11.7,28.2,55.2,50,
AL151969,Tropical Depression Fifteen,1969,Bronze,57,-1,35,,0,0,,4.9,8.7,0.7,9.6,50,
AL081971,CHLOE,1971,Bronze,57,0,58,1002,1.59,48,,28.8,17.8,25.2,26.2,50,
AL051972,Tropical Storm Five,1972,Bronze,57,0,46,998,1.18,48,,17.9,40.3,20.8,26,50,
AL181972,Tropical Depression Eighteen,1972,Bronze,57,-1,35,,0,0,,6.8,7.3,1.4,4.9,50,
AL161976,Tropical Depression Sixteen,1976,Bronze,57,-1,29,,0,0,,1.3,8.4,4.5,11.2,50,
AL181976,Tropical Depression Eighteen,1976,Bronze,57,-1,35,,0,0,,5.3,8.3,4.6,1.5,50,
AL081978,Tropical Depression Eight,1978,Bronze,57,-1,29,,0,0,,1.9,8.6,6.4,6.8,50,
AL031981,ARLENE,1981,Bronze,57,0,58,999,0.74,30,,33.9,23.8,15.9,17.6,50,
AL051981,Tropical Depression Five,1981,Bronze,57,-1,35,,0,0,,4.5,5.8,6.2,5.4,50,
AL091981,CINDY,1981,Bronze,57,0,58,1002,1.52,36,,33.8,18.9,24.3,21.1,50,
AL111981,Tropical Depression Eleven,1981,Bronze,57,-1,35,,0,0,,2.7,5,9.4,4.2,50,
AL011986,ANDREW,1986,Bronze,57,0,52,999,2.19,66,,19.3,23.6,32.4,35.7,50,
AL071987,CINDY,1987,Bronze,57,0,52,1000,2.03,78,,19.3,23.3,30.4,41.1,50,
AL061990,EDOUARD,1990,Bronze,57,0,46,1003,1.58,162,,15,17.5,25,70.6,50,
AL071992,DANIELLE,1992,Bronze,57,0,63,1001,2.86,84,2,38.7,20.6,39.3,42.9,13,
AL101993,Tropical Depression Ten,1993,Bronze,57,-1,35,1008,0,0,,6.6,1.9,5.5,9,50,
AL021994,Tropical Depression Two,1994,Bronze,57,-1,35,1015,0,0,,7.6,0.1,5.6,9.1,50,
AL141995,Tropical Depression Fourteen,1995,Bronze,57,-1,35,1008,0,0,,7.4,1.9,5.3,6.7,50,
AL032002,CRISTOBAL,2002,Bronze,57,0,52,999,1.57,48,,26.1,24.9,24.9,26.2,50,
AL112005,JOSE,2005,Bronze,57,0,58,998,0.45,12,,28.1,40.4,12.3,12.9,50,
AL192005,NINETEEN,2005,Bronze,57,-1,35,1006,0,0,,2.2,10.6,2.2,9.5,50,
AL212005,Tropical Storm Twenty-One,2005,Bronze,57,0,52,997,0.85,24,,22.9,42.8,17.4,17,50,
AL262005,ALPHA,2005,Bronze,57,0,52,998,0.65,18,,22.7,41.4,14.9,15.2,50,
AL282005,GAMMA,2005,Bronze,57,0,52,1002,1.33,120,,22.7,18.5,22.2,57.4,50,
AL082013,EIGHT,2013,Bronze,57,-1,35,1008,0,0,,8.6,2.5,0.6,10.3,50,
AL012015,ANA,2015,Bronze,57,0,58,998,2.56,78,2,29.3,41.3,36.2,40,12.1,
AL022015,BILL,2015,Bronze,57,0,58,997,1.06,24,9,29.4,41.9,19.3,16,41.1,
AL032019,THREE,2019,Bronze,57,-1,35,1013,0,0,,4.2,0.3,9.9,9.3,50,
AL062020,FAY,2020,Bronze,57,0,58,998,1.15,30,6,32.5,40.2,20.5,18.6,32.5,
AL212020,VICKY,2020,Bronze,57,0,52,1001,2.15,72,,20.9,20.8,32.1,37.8,50,
AL172021,ROSE,2021,Bronze,57,0,58,1004,1.43,54,,33.3,14.5,23.2,28.5,50,
AL031851,Tropical Storm Three,1851,Bronze,56,0,58,,0.25,0,,28,37.1,10.3,10.8,50,
AL011853,Tropical Storm One,1853,Bronze,56,0,58,,0.25,0,,28.4,37.8,11,1.6,50,
AL081863,Tropical Storm Eight,1863,Bronze,56,0,58,,0.91,18,,27.9,26,18.1,15.1,50,
AL051867,Tropical Storm Five,1867,Bronze,56,0,58,,0.25,0,,28.3,32.7,10.6,10.6,50,
AL011894,Tropical Storm One,1894,Bronze,56,0,40,,1.96,90,,10.9,27.1,29.4,44.6,50,
AL061895,Tropical Storm Six,1895,Bronze,56,0,40,,1.72,79,,12.1,30.1,27.1,42.4,50,
AL101898,Tropical Storm Ten,1898,Bronze,56,0,46,,1.66,66,,14.4,26.5,26.3,34.5,50,
AL051901,Tropical Storm Five,1901,Bronze,56,0,52,,1.25,42,,24,26.7,21.4,23.1,50,
AL071909,Tropical Storm Seven,1909,Bronze,56,0,52,,1.09,36,,19.6,37.2,19.5,21.7,50,
AL021913,Tropical Storm Two,1913,Bronze,56,0,46,,1.01,36,,16.5,37.5,18.9,21.4,50,
AL041919,Tropical Storm Four,1919,Bronze,56,0,46,,1.13,42,,16.8,38.2,20.2,22.6,50,
AL091923,Tropical Storm Nine,1923,Bronze,56,0,46,,1.58,66,,16.7,28.4,25.1,34.9,50,
AL111926,Tropical Storm Eleven,1926,Bronze,56,0,40,,1.47,66,,11.3,39,23.7,34.9,50,
AL101932,Tropical Storm Ten,1932,Bronze,56,0,46,,1.45,54,,15.3,32.3,23.4,28,50,
AL091942,Tropical Storm Nine,1942,Bronze,56,0,52,1000,1.66,60,,20.7,22.1,26.2,31.1,50,
AL011954,Tropical Storm One,1954,Bronze,56,0,52,1005,1.98,72,,23.8,13.1,29.9,38.2,50,
AL101959,IRENE,1959,Bronze,56,0,46,1000,0.69,24,64,16.6,21.1,15,15.9,72.3,
AL141966,Tropical Depression Fourteen,1966,Bronze,56,-1,35,,0,0,,6.3,8.8,0.6,3.2,50,
AL011967,Tropical Depression One,1967,Bronze,56,-1,29,1004,0,0,,1.1,15.1,1.1,2.6,50,
AL181967,EDITH,1967,Bronze,56,0,52,1000,1.38,48,,22.2,21.6,22.8,27.4,50,
AL121972,Tropical Storm Twelve,1972,Bronze,56,0,52,1000,1.49,48,,25.8,22,23.8,26.1,50,
AL071974,ALMA,1974,Bronze,56,0,58,1007,1.6,42,,31.5,9.2,25.4,23.6,50,
AL191976,Tropical Depression Nineteen,1976,Bronze,56,-1,35,,0,0,,5.3,4.6,4.6,4,50,
AL201976,Tropical Depression Twenty,1976,Bronze,56,-1,35,,0,0,,5.4,5.4,4.7,4.1,50,
AL201978,JULIET,1978,Bronze,56,0,52,1006,2.39,72,,20.6,11.2,34.7,38.5,50,
AL021979,ANA,1979,Bronze,56,0,58,1005,0.82,24,,35.6,13.2,16.7,16,50,
AL171980,Tropical Depression Seventeen,1980,Bronze,56,-1,35,,0,0,,2.9,6.9,6,4.9,50,
AL041981,Tropical Depression Four,1981,Bronze,56,-1,35,,0,0,,4.4,4.4,6.1,5.4,50,
AL071981,Tropical Depression Seven,1981,Bronze,56,-1,35,,0,0,,4.5,3.9,6.2,5.5,50,
AL151984,ISIDORE,1984,Bronze,56,0,58,999,3.62,102,1,32.2,23.7,44.8,49.8,3.5,
AL131988,Tropical Depression Thirteen,1988,Bronze,56,-1,29,,0,0,,0.6,6.5,8.7,7.8,50,
AL011989,Tropical Depression One,1989,Bronze,56,-1,29,,0,0,,0.7,5.4,7.4,11,50,
AL031989,BARRY,1989,Bronze,56,0,52,1005,1.77,60,,23.3,13.4,27.6,30.5,50,
AL011991,ANA,1991,Bronze,56,0,52,1000,1.25,36,,24.2,23,21.4,21.4,50,
AL031992,Tropical Depression Three,1992,Bronze,56,-1,35,1015,0,0,,5.9,0.1,5.4,11.4,50,
