ID,Storm_Name,Year,Tier,Overall,Category,peak_wind_mph,min_pressure_mb,ace,duration_hours,fatalities,wind_pct,pres_pct,ace_pct,dur_pct,fat_pct,image_url
AL051870,Hurricane Five,1870,Gold,72,1,92,969,9.34,90,,68,79.3,69.2,46.3,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/da/Five_1870_path.png/1280px-Five_1870_path.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL051871,Hurricane Five,1871,Gold,72,2,104,,12.96,90,,77.6,76.8,77.5,47.1,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5a/Five_1871_path.png/1280px-Five_1871_path.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL061874,Hurricane Six,1874,Gold,72,1,92,980,7.54,150,,69.3,65.9,63.5,67.5,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/35/Hurricane_Six_analysis_28_Sept_1874.png/1280px-Hurricane_Six_analysis_28_Sept_1874.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL021875,Hurricane Two,1875,Gold,72,1,81,982,17.54,234,,54,64,83.6,84.8,50,https://upload.wikimedia.org/wikipedia/commons/f/f9/1875_Atlantic_hurricane_2_track.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL021878,Hurricane Two,1878,Gold,72,1,81,,13.51,258,,57.7,62,78.3,88.8,50,https://upload.wikimedia.org/wikipedia/commons/8/89/1878_Atlantic_hurricane_2_track.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL041878,Hurricane Four,1878,Gold,72,2,104,972,13.14,138,,77.1,72,77.7,63.5,50,https://upload.wikimedia.org/wikipedia/commons/8/8c/1878_Atlantic_hurricane_4_track.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL031879,Hurricane Three,1879,Gold,72,2,104,964,9.74,120,,76.8,82,70.3,58.2,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/50/Hurricane_Three_weather_map_2%2C_August_23%2C_1879.jpg/1280px-Hurricane_Three_weather_map_2%2C_August_23%2C_1879.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL041886,Hurricane Four,1886,Gold,72,1,86,990,16.34,252,,62,49.9,82.3,87.7,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/78/Hurricane_four_7-19-1886.jpg/1280px-Hurricane_four_7-19-1886.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL091891,Hurricane Nine,1891,Gold,72,1,86,,13.39,198,,62.8,59.7,78.1,78.9,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e0/Hurricane_Nine_weather_map%2C_October_19%2C_1891.jpg/1280px-Hurricane_Nine_weather_map%2C_October_19%2C_1891.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL081892,Hurricane Eight,1892,Gold,72,1,92,,11.08,174,,67,59.8,73.7,73.1,50,https://upload.wikimedia.org/wikipedia/commons/8/8b/1892_Atlantic_hurricane_8_track.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL091898,Tropical Storm Nine,1898,Gold,72,0,69,,13.25,300,,48.2,26.5,78,92.9,50,https://upload.wikimedia.org/wikipedia/commons/d/da/October_10%2C_1898_tropical_storm_9_map.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL031902,Hurricane Three,1902,Gold,72,2,98,,13.2,228,,70.3,73.4,77.9,84,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/09/Hurricane_Three_weather_map%2C_September_22%2C_1902.jpg/1280px-Hurricane_Three_weather_map%2C_September_22%2C_1902.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL101903,Hurricane Ten,1903,Gold,72,1,81,,12.71,204,,60.3,59.8,77.1,79.7,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0a/Hurricane_Ten_weather_map%2C_November_23%2C_1903.jpg/1280px-Hurricane_Ten_weather_map%2C_November_23%2C_1903.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL071906,Tropical Storm Seven,1906,Gold,72,0,69,,12.61,234,,46.4,36.2,76.8,84.4,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/08/Tropical_Storm_Seven_weather_map%2C_September_26%2C_1906.jpg/1280px-Tropical_Storm_Seven_weather_map%2C_September_26%2C_1906.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL031913,Tropical Storm Three,1913,Gold,72,0,69,,15.75,396,,45.5,37.9,81.3,98.5,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a0/Tropical_Storm_Three_weather_map%2C_September_4%2C_1913.jpg/1280px-Tropical_Storm_Three_weather_map%2C_September_4%2C_1913.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL011921,Hurricane One,1921,Gold,72,1,92,980,8.71,150,,66.3,65.7,68,66.8,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b6/Hurricane_one_weather_map%2C_June_22%2C_1921.jpg/1280px-Hurricane_one_weather_map%2C_June_22%2C_1921.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL041925,Hurricane Four,1925,Gold,72,1,92,980,7.86,186,,68.4,65.4,64.7,76.3,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e9/1925_Atlantic_hurricane_season_summary_map.png/1280px-1925_Atlantic_hurricane_season_summary_map.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL021928,Hurricane Two,1928,Gold,72,1,92,,10.02,174,,66.5,59.1,71.5,72.5,50,https://upload.wikimedia.org/wikipedia/commons/c/c7/Hurricane_Two_Analysis_10_Aug_1928.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL151932,Hurricane Fifteen,1932,Gold,72,2,98,,12.63,180,,71.5,73.2,76.9,73.7,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/28/Hurricane_Fifteen_Analysis_8_Nov_1932.png/1280px-Hurricane_Fifteen_Analysis_8_Nov_1932.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL131933,Hurricane Thirteen,1933,Gold,72,2,109,960,6.67,114,,81.4,84.7,60.3,55.5,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/77/Hurricane_Thirteen_weather_map%2C_September_15%2C_1933.jpg/1280px-Hurricane_Thirteen_weather_map%2C_September_15%2C_1933.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL061939,Hurricane Six,1939,Gold,72,1,92,,9.97,192,,65.6,58.9,71.4,77.1,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/45/Hurricane_Six_weather_map%2C_October_31%2C_1939.jpg/1280px-Hurricane_Six_weather_map%2C_October_31%2C_1939.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL011953,ALICE,1953,Gold,72,0,69,994,7.33,270,14,46.7,46.6,62.4,89.7,48.5,https://upload.wikimedia.org/wikipedia/commons/6/6e/June_6%2C_1953_Tropical_Storm_Alice_weather_map.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL081956,GRETA,1956,Gold,72,2,98,970,11.63,144,,73.2,78.4,75,64.8,50,https://upload.wikimedia.org/wikipedia/commons/9/99/Greta_1956-11-02_weather_map.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
AL111959,JUDITH,1959,Gold,72,1,86,988,6.84,180,64,63.6,52.2,61,74.4,71.9,https://upload.wikimedia.org/wikipedia/commons/8/82/Hurricane_Judith_surface_analysis_October_20_1959.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL111967,ARLENE,1967,Gold,72,1,92,982,8.04,162,,69.5,64.1,65.4,71.2,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e1/Arlene_September_3%2C_1967%2C_1530Z.jpg/1280px-Arlene_September_3%2C_1967%2C_1530Z.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL261969,LAURIE,1969,Gold,72,1,92,973,7.93,150,,67.7,71.2,65,66.5,50,https://upload.wikimedia.org/wikipedia/commons/4/48/Hurricane_Laurie_Oct_21_1969_1729Z.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL231970,Tropical Storm Twenty-Three,1970,Gold,72,0,69,987,13.08,246,,43.2,52.5,77.6,86.8,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b3/1970_Atlantic_hurricane_season_summary_map.png/1280px-1970_Atlantic_hurricane_season_summary_map.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL141972,CHARLIE,1972,Gold,72,1,92,944,5.52,78,,69.3,92.4,55,40.1,50,https://upload.wikimedia.org/wikipedia/commons/3/30/CharlieSep191972.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL161973,GILDA,1973,Gold,72,0,69,968,11.03,288,,48.9,80.1,73.5,91.6,50,https://upload.wikimedia.org/wikipedia/commons/d/d0/Gilda_73.JPG?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail_unscaled
AL231975,Tropical Storm Twenty-Three,1975,Gold,72,0,69,985,6.84,162,,45.7,54.3,61,70.8,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cc/1975_Atlantic_hurricane_season_summary_map.png/1280px-1975_Atlantic_hurricane_season_summary_map.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL131978,FLOSSIE,1978,Gold,72,2,98,976,12.15,282,,72.5,68.9,75.9,91.1,50,https://upload.wikimedia.org/wikipedia/commons/b/bd/Flossie_1978-09-13_1230Z.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL221981,Tropical Storm Twenty-Two,1981,Gold,72,0,69,978,6.16,114,,44.4,67.6,57.9,55.4,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/3/3f/1981_Atlantic_hurricane_season_summary_map.png/1280px-1981_Atlantic_hurricane_season_summary_map.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL051986,CHARLEY,1986,Gold,72,1,81,980,11.05,300,15,55,65.9,73.6,92.9,50.6,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5b/Charley_1986-08-17_1900Z.jpg/1280px-Charley_1986-08-17_1900Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL121990,JOSEPHINE,1990,Gold,72,1,86,980,6.62,288,,63.5,65.5,59.9,91.8,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ec/Josephine_1990-10-03_1300Z.png/1280px-Josephine_1990-10-03_1300Z.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL101992,FRANCES,1992,Gold,72,1,86,976,8.46,162,,63.6,68.9,67.1,69.3,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/7d/Frances_1992-10-24_1130Z.png/1280px-Frances_1992-10-24_1130Z.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL031995,CHANTAL,1995,Gold,72,0,69,991,8.04,192,,47.5,49.2,65.4,77,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/07/Chantal_1995-07-19_1645Z.png/1280px-Chantal_1995-07-19_1645Z.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL101996,JOSEPHINE,1996,Gold,72,0,69,970,8.22,216,3,49.4,79.1,66,82.3,23.4,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e6/Josephine_1996-10-07_1515Z.png/1280px-Josephine_1996-10-07_1515Z.png?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL111998,KARL,1998,Gold,72,2,104,970,8.35,138,,78.6,78.2,66.9,63.2,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/0d/Karl_1998-09-26_1745Z.png/1280px-Karl_1998-09-26_1745Z.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL141998,NICOLE,1998,Gold,72,1,86,979,8.75,198,,64.3,66.6,68,77.6,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/b/b3/Nicole_1998-11-30_1245Z.png/1280px-Nicole_1998-11-30_1245Z.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL142000,JOYCE,2000,Gold,72,1,92,975,7.55,132,,69.4,69.8,63.5,61.6,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c3/Joyce_2000-09-28.jpg/1280px-Joyce_2000-09-28.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL102001,HUMBERTO,2001,Gold,72,2,104,970,9.94,126,,80,78.3,71.2,59.3,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c9/Humberto_2001-09-26_1435Z_%28large%29.jpg/1280px-Humberto_2001-09-26_1435Z_%28large%29.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL152003,JUAN,2003,Gold,72,2,104,969,9.4,108,,79.7,79.4,69.4,52.4,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/e2/Juan_2003-09-27_1726Z.jpg/1280px-Juan_2003-09-27_1726Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL192003,NICHOLAS,2003,Gold,72,0,69,990,7.62,312,,43.6,50.8,63.7,94.4,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/e/ea/Nicholas_2003-10-17_1355Z.jpg/1280px-Nicholas_2003-10-17_1355Z.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL152005,NATE,2005,Gold,72,1,92,979,8.54,162,,67.2,67.2,67.4,70,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cd/Nate_2005-09-07_1730Z_%28cropped%29.jpg/1280px-Nate_2005-09-07_1730Z_%28cropped%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL292005,DELTA,2005,Gold,72,0,69,980,8.63,210,,47.3,65.6,67.8,80.7,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a9/Delta_2005-11-24_1620Z.jpg/1280px-Delta_2005-11-24_1620Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL032007,CHANTAL,2007,Gold,72,0,69,964,5.67,126,,47.2,82.3,55.9,59.1,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/41/Chantal_2007-07-31_1710Z.jpg/1280px-Chantal_2007-07-31_1710Z.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL062008,FAY,2008,Gold,72,0,69,986,7.29,195.5,49,44.9,54,62.3,77.3,67.5,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/93/Fay_2008-08-19_1615Z_%28large%29.jpg/1280px-Fay_2008-08-19_1615Z_%28large%29.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL122016,KARL,2016,Gold,72,0,69,980,7.22,258,,49.5,65.2,62,87.9,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/83/Karl_2016-09-24_1450Z.jpg/1280px-Karl_2016-09-24_1450Z.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL032018,CHRIS,2018,Gold,72,2,104,969,9.68,174,,75.2,79.2,70,73,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/9e/Chris_2018-07-10_2142Z.jpg/1280px-Chris_2018-07-10_2142Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL102019,JERRY,2019,Gold,72,2,104,976,9.97,174,,77.9,69.3,71.3,72.4,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/4/4a/Jerry_2019-09-19_1625Z.jpg/1280px-Jerry_2019-09-19_1625Z.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL202019,SEBASTIEN,2019,Gold,72,0,69,970,8.58,198,,45.2,78.7,67.5,78.3,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/d0/Sebastien_2019-11-24_1340Z.jpg/1280px-Sebastien_2019-11-24_1340Z.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL032020,CRISTOBAL,2020,Gold,72,0,58,982,4.85,234,46,32.7,64.3,52.2,84.8,66.7,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/02/Collage_of_Tropical_Storms_Amanda_and_Cristobal.jpg/1280px-Collage_of_Tropical_Storms_Amanda_and_Cristobal.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL092020,ISAIAS,2020,Gold,72,1,92,986,10.62,186,17,69.1,53.5,72.8,76.3,52.4,https://thumb.wikimedia.org/wikipedia/commons/thumb/2/29/Isaias_2020-08-03_1815Z.jpg/1280px-Isaias_2020-08-03_1815Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL212021,WANDA,2021,Gold,72,0,69,973,10.45,318,,48,70.8,72.5,94.9,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/79/Late_October_2021_nor%27easter_2021-10-27_1743Z.jpg/1280px-Late_October_2021_nor%27easter_2021-10-27_1743Z.jpg?utm_source=en.wikipedia.org&utm_campaign=api&utm_content=thumbnail
AL031864,Hurricane Three,1864,Gold,71,1,81,,12.17,150,,60.9,60.1,76,66.5,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/86/Three_1864_path.png/1280px-Three_1864_path.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL011868,Hurricane One,1868,Gold,71,2,104,,11,102,,76.5,76.3,73.4,50.6,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/c2/One_1868_path.png/1280px-One_1868_path.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL031878,Hurricane Three,1878,Gold,71,1,92,963,6.26,66,,68.6,83,58.3,33.2,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/9/91/Hurricane_Three_weather_map%2C_August_20%2C_1878.jpg/1280px-Hurricane_Three_weather_map%2C_August_20%2C_1878.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL091878,Hurricane Nine,1878,Gold,71,1,81,,12.36,186,,57.6,60.6,76.4,74.9,50,https://upload.wikimedia.org/wikipedia/commons/8/8c/1878_Atlantic_hurricane_9_track.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL121878,Tropical Storm Twelve,1878,Gold,71,0,69,,9.04,186,,47.2,30.5,68.6,74.8,50,https://upload.wikimedia.org/wikipedia/commons/9/99/1878_Atlantic_tropical_storm_12_track.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL031880,Hurricane Three,1880,Gold,71,1,92,980,7.24,138,,68.8,66.1,62.1,63.4,50,https://upload.wikimedia.org/wikipedia/commons/b/bc/1880_Atlantic_hurricane_3_track.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL111880,Tropical Storm Eleven,1880,Gold,71,0,69,991,4.29,102,,49.6,49.2,48.8,49.9,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/a2/Tropical_Storm_Eleven_weather_map%2C_October_23%2C_1880.jpg/1280px-Tropical_Storm_Eleven_weather_map%2C_October_23%2C_1880.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL021886,Hurricane Two,1886,Gold,71,2,98,,10.08,138,,72.7,75.5,71.9,63.8,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/1/12/Hurricane_two_6-21-1886.jpg/1280px-Hurricane_two_6-21-1886.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL071888,Hurricane Seven,1888,Gold,71,2,109,970,7.79,102,,81.4,78.8,64.4,50,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/0/07/Hurricane_Seven_weather_map%2C_October_10%2C_1888.jpg/1280px-Hurricane_Seven_weather_map%2C_October_10%2C_1888.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL031889,Hurricane Three,1889,Gold,71,1,81,,12.42,228,,56.5,60.8,76.6,84.1,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/d/de/Hurricane_Three_weather_map%2C_August_27%2C_1889.jpg/1280px-Hurricane_Three_weather_map%2C_August_27%2C_1889.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL051889,Hurricane Five,1889,Gold,71,1,81,,13.12,234,,56.5,56.1,77.7,84.7,50,https://upload.wikimedia.org/wikipedia/commons/8/8a/1889_Atlantic_hurricane_5_track.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL081889,Tropical Storm Eight,1889,Gold,71,0,69,,6.43,168,,49,29.9,59,72.3,50,https://upload.wikimedia.org/wikipedia/commons/0/0e/1889_Atlantic_tropical_storm_8_track.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL021891,Hurricane Two,1891,Gold,71,1,75,,19.01,294,,49.8,59.2,85.5,92.1,50,https://upload.wikimedia.org/wikipedia/commons/7/7c/1891_Atlantic_hurricane_2_track.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL121893,Tropical Storm Twelve,1893,Gold,71,0,69,,7.17,186,,48.8,27.2,61.9,75.2,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5a/November_8%2C_1893_tropical_storm_12_map.jpg/1280px-November_8%2C_1893_tropical_storm_12_map.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL051897,Hurricane Five,1897,Gold,71,1,81,,11.4,312,,55.9,58.3,74.6,94.3,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/7/76/October_20%2C_1897_hurricane_5_map.jpg/1280px-October_20%2C_1897_hurricane_5_map.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL061897,Tropical Storm Six,1897,Gold,71,0,63,,8.63,204,,38.9,33.1,67.8,79.8,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/f/f7/October_25%2C_1897_tropical_storm_6_map.jpg/1280px-October_25%2C_1897_tropical_storm_6_map.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL051900,Tropical Storm Five,1900,Gold,71,0,69,,6.4,180,,48.7,35.2,58.9,74.3,50,https://upload.wikimedia.org/wikipedia/commons/9/90/Tropical_Storm_Five_Analysis_1900-10-09.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL021901,Tropical Storm Two,1901,Gold,71,0,69,,10.27,216,,48.7,28.1,72.2,81.8,50,https://upload.wikimedia.org/wikipedia/commons/3/33/Tropical_Storm_Two_Analysis_1901-07-10.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL111901,Tropical Storm Eleven,1901,Gold,71,0,69,,7,228,,46.3,33.6,61.4,83.3,50,https://upload.wikimedia.org/wikipedia/commons/e/e4/Tropical_Storm_Eleven_Analysis_1901-10-08.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL061903,Hurricane Six,1903,Gold,71,2,109,,9.83,108,,80.9,73.3,70.8,52.3,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5b/Hurricane_Six_weather_map%2C_September_28%2C_1903.jpg/1280px-Hurricane_Six_weather_map%2C_September_28%2C_1903.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL021904,Hurricane Two,1904,Gold,71,1,86,,10.96,186,,63.2,58.2,73.4,74.7,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/5/5f/Hurricane_Two_weather_map%2C_September_13%2C_1904.jpg/1280px-Hurricane_Two_weather_map%2C_September_13%2C_1904.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL031908,Hurricane Three,1908,Gold,71,1,81,,11.61,222,,55,61.6,74.9,83,50,https://upload.wikimedia.org/wikipedia/commons/1/16/Hurricane_Three_surface_analysis_July_30%2C_1908.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL121909,Hurricane Twelve,1909,Gold,71,2,104,,9.94,150,,74.3,72.6,71.2,66,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/a/ab/Greater_Antilles_hurricane_weather_map%2C_November_13%2C_1909.jpg/1280px-Greater_Antilles_hurricane_weather_map%2C_November_13%2C_1909.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL041911,Hurricane Four,1911,Gold,71,2,98,,10.03,186,,70.4,72.7,71.7,75.7,50,https://upload.wikimedia.org/wikipedia/commons/e/ea/1911_Atlantic_hurricane_4.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL011912,Tropical Storm One,1912,Gold,71,0,69,,9.19,210,,45.6,36.7,68.9,80.1,50,https://upload.wikimedia.org/wikipedia/commons/d/de/Tropical_Storm_One_analysis_12_Jun_1912.png?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL101916,Hurricane Ten,1916,Gold,71,1,86,,9.1,174,,65.2,56.6,68.7,72.5,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/c/cf/Hurricane_Ten_weather_map%2C_September_18%2C_1916.jpg/1280px-Hurricane_Ten_weather_map%2C_September_18%2C_1916.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL111924,Hurricane Eleven,1924,Gold,71,1,81,,10.12,222,,57.3,60.6,72.1,82.6,50,https://thumb.wikimedia.org/wikipedia/commons/thumb/8/8e/Hurricane_Eleven_weather_map%2C_November_10%2C_1924.jpg/1280px-Hurricane_Eleven_weather_map%2C_November_10%2C_1924.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail
AL051926,Hurricane Five,1926,Gold,71,2,104,,10.03,102,,77.8,76.1,71.8,52,50,https://upload.wikimedia.org/wikipedia/commons/e/ea/Hurricane_Five_weather_map%2C_September_12%2C_1926.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
AL051928,Tropical Storm Five,1928,Gold,71,0,69,984,5.88,114,,46,55.3,56.4,55.9,50,https://upload.wikimedia.org/wikipedia/commons/c/c7/Tropical_Storm_Five_Analysis_10_Sep_1928.jpg?utm_source=en.wikipedia.org&utm_campaign=imageinfo&utm_content=thumbnail_unscaled
